Tgl.Impor;Jenis Importasi;TARIF CIF;TARIF BM;TARIF PPN;TARIF PPH;Port Of Entry;ID Importir;Nama Importir;Kategori Importir;ALAMAT;Kode Barang;NAMA BARANG;KATEGORI;SUBKATEGORI;HARGA;KUANTITAS; NILAI BRG ; NILAI PABEAN ; BEA MASUK ; NILAI IMPOR ; PPN IMPOR ; PPH IMPOR ; PENERIMAAN IMPOR 
31/08/2014;Sementara;0.1;0.02;0.005;0.0025;California;SC-20260;Scott Cohen;Merchant Importer;Seattle;TEC-MA-10000597;Lexmark S315 Color Inkjet Printer;Technology;Machines;236.98;351; 83,178.58 ; 91,496.40 ; 1,829.90 ; 93,326.30 ; 466.60 ; 233.32 ; 2,529.82 
31/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;AR-10510;Andrew Roberts;General Importer;Los Angeles;OFF-PA-10003441;Xerox 226;Office Supplies;Paper;49.32;1053; 51,933.96 ; 55,829.00 ; 2,791.50 ; 58,620.50 ; 1,758.60 ; 732.76 ; 5,282.86 
31/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;RH-19510;Rick Huthwaite;Sole Agent Importer;San Diego;TEC-PH-10004447;Toshiba IPT2010-SD IP Telephone;Technology;Phones;550.96;585; 322,311.60 ; 346,485.00 ; 17,324.30 ; 363,809.30 ; 10,914.30 ; 4,547.62 ; 32,786.22 
01/09/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;DB-13615;Doug Bickford;General Importer;Seattle;TEC-CO-10001449;Hewlett Packard LaserJet 3310 Copier;Technology;Copiers;957.98;234; 224,168.26 ; 235,376.70 ; 9,415.10 ; 244,791.80 ; 6,119.80 ; 3,059.90 ; 18,594.80 
01/09/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;DB-13615;Doug Bickford;General Importer;Seattle;OFF-BI-10001922;Storex Dura Pro Binders;Office Supplies;Binders;3.75;117; 438.98 ; 460.90 ; 18.40 ; 479.30 ; 12.00 ; 5.99 ; 36.39 
01/09/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;DB-13615;Doug Bickford;General Importer;Seattle;OFF-BI-10004140;Avery Non-Stick Binders;Office Supplies;Binders;10.37;468; 4,852.22 ; 5,094.80 ; 203.80 ; 5,298.60 ; 132.50 ; 66.23 ; 402.53 
03/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Arizona;CP-12085;Cathy Prescott;Merchant Importer;Covington;FUR-FU-10002937;"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box";Furniture;Furnishings;235.15;351; 82,538.35 ; 88,728.70 ; 4,436.40 ; 93,165.10 ; 2,795.00 ; 1,164.56 ; 8,395.96 
03/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;DB-13120;David Bremer;Merchant Importer;San Francisco;OFF-ST-10001325;Sterilite Officeware Hinged File Box;Office Supplies;Storage;28.44;351; 9,982.44 ; 10,731.10 ; 536.60 ; 11,267.70 ; 338.00 ; 140.85 ; 1,015.45 
03/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;DB-13120;David Bremer;Merchant Importer;San Francisco;TEC-AC-10003590;TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem;Technology;Accessories;124.45;585; 72,803.25 ; 78,263.50 ; 3,913.20 ; 82,176.70 ; 2,465.30 ; 1,027.21 ; 7,405.71 
03/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;DB-13120;David Bremer;Merchant Importer;San Francisco;TEC-AC-10003038;Kingston Digital DataTraveler 16GB USB 2.0;Technology;Accessories;15.90;234; 3,720.60 ; 3,999.60 ; 200.00 ; 4,199.60 ; 126.00 ; 52.50 ; 378.50 
03/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;AS-10630;Ann Steele;Sole Agent Importer;Seattle;OFF-BI-10003274;Avery Durable Slant Ring Binders, No Labels;Office Supplies;Binders;4.37;234; 1,022.11 ; 1,098.80 ; 54.90 ; 1,153.70 ; 34.60 ; 14.42 ; 103.92 
03/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;AS-10630;Ann Steele;Sole Agent Importer;Seattle;FUR-CH-10002372;Office Star - Ergonomically Designed Knee Chair;Furniture;Chairs;127.57;234; 29,850.91 ; 32,089.70 ; 1,604.50 ; 33,694.20 ; 1,010.80 ; 421.18 ; 3,036.48 
04/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Oregon;KB-16585;Ken Black;Merchant Importer;San Francisco;OFF-BI-10000962;"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""";Office Supplies;Binders;7.76;234; 1,816.31 ; 1,952.50 ; 97.60 ; 2,050.10 ; 61.50 ; 25.63 ; 184.73 
05/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;AG-10900;Arthur Gainer;General Importer;Tucson;OFF-BI-10001900;DXL Angle-View Binders with Locking Rings, Black;Office Supplies;Binders;22.75;702; 15,971.90 ; 17,169.80 ; 858.50 ; 18,028.30 ; 540.80 ; 225.35 ; 1,624.65 
05/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;AG-10900;Arthur Gainer;General Importer;Tucson;FUR-BO-10000330;Sauder Camden County Barrister Bookcase, Planked Cherry Finish;Furniture;Bookcases;407.33;468; 190,631.38 ; 204,928.70 ; 10,246.40 ; 215,175.10 ; 6,455.30 ; 2,689.69 ; 19,391.39 
05/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;AG-10900;Arthur Gainer;General Importer;Tucson;FUR-BO-10003159;Sauder Camden County Collection Libraries, Planked Cherry Finish;Furniture;Bookcases;290.20;351; 101,859.85 ; 109,499.30 ; 5,475.00 ; 114,974.30 ; 3,449.20 ; 1,437.18 ; 10,361.38 
06/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Washington;BT-11305;Beth Thompson;Sole Agent Importer;San Gabriel;OFF-BI-10002160;Acco Hanging Data Binders;Office Supplies;Binders;4.10;234; 958.46 ; 1,030.30 ; 51.50 ; 1,081.80 ; 32.50 ; 13.52 ; 97.52 
06/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Washington;BT-11305;Beth Thompson;Sole Agent Importer;San Gabriel;FUR-FU-10004748;"Howard Miller 16"" Diameter Gallery Wall Clock";Furniture;Furnishings;188.82;351; 66,275.82 ; 71,246.50 ; 3,562.30 ; 74,808.80 ; 2,244.30 ; 935.11 ; 6,741.71 
06/09/2014;Sementara;0.1;0.02;0.005;0.0025;California;LO-17170;Lori Olson;Merchant Importer;La Quinta;TEC-AC-10003499;Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive;Technology;Accessories;42.32;468; 19,805.76 ; 21,786.30 ; 435.70 ; 22,222.00 ; 111.10 ; 55.56 ; 602.36 
07/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;HA-14920;Helen Andreada;General Importer;Pasadena;OFF-ST-10003656;Safco Industrial Wire Shelving;Office Supplies;Storage;664.93;819; 544,577.67 ; 585,421.00 ; 29,271.10 ; 614,692.10 ; 18,440.80 ; 7,683.65 ; 55,395.55 
08/09/2014;Sementara;0.1;0.02;0.005;0.0025;California;NM-18520;Neoma Murray;General Importer;Moreno Valley;OFF-PA-10002606;Xerox 1928;Office Supplies;Paper;21.40;585; 12,519.00 ; 13,770.90 ; 275.40 ; 14,046.30 ; 70.20 ; 35.12 ; 380.72 
08/09/2014;Sementara;0.1;0.02;0.005;0.0025;California;NM-18520;Neoma Murray;General Importer;Moreno Valley;OFF-ST-10002486;Eldon Shelf Savers Cubes and Bins;Office Supplies;Storage;35.88;702; 25,187.76 ; 27,706.50 ; 554.10 ; 28,260.60 ; 141.30 ; 70.65 ; 766.05 
10/09/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Washington;MC-17575;Matt Collins;General Importer;Seattle;OFF-ST-10003994;"Belkin 19"" Center-Weighted Shelf, Gray";Office Supplies;Storage;347.88;702; 244,211.76 ; 256,422.30 ; 10,256.90 ; 266,679.20 ; 6,667.00 ; 3,333.49 ; 20,257.39 
10/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;CC-12145;Charles Crestani;General Importer;San Diego;OFF-SU-10004498;Martin-Yale Premier Letter Opener;Office Supplies;Supplies;47.52;468; 22,239.36 ; 23,907.30 ; 1,195.40 ; 25,102.70 ; 753.10 ; 313.78 ; 2,262.28 
11/09/2014;Sementara;0.1;0.02;0.005;0.0025;Colorado;GB-14530;George Bell;Merchant Importer;Aurora;FUR-FU-10000073;Deflect-O Glasstique Clear Desk Accessories;Furniture;Furnishings;20.64;468; 9,659.52 ; 10,625.50 ; 212.50 ; 10,838.00 ; 54.20 ; 27.10 ; 293.80 
11/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;SB-20290;Sean Braxton;Merchant Importer;San Diego;OFF-AR-10000380;Hunt PowerHouse Electric Pencil Sharpener, Blue;Office Supplies;Art;258.86;819; 212,006.34 ; 227,906.80 ; 11,395.30 ; 239,302.10 ; 7,179.10 ; 2,991.28 ; 21,565.68 
11/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;SC-20725;Steven Cartwright;General Importer;Seattle;OFF-AR-10004648;Boston 19500 Mighty Mite Electric Pencil Sharpener;Office Supplies;Art;172.35;1053; 181,484.55 ; 195,095.90 ; 9,754.80 ; 204,850.70 ; 6,145.50 ; 2,560.63 ; 18,460.93 
12/09/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Washington;CC-12670;Craig Carreira;General Importer;Seattle;TEC-AC-10004209;Memorex Froggy Flash Drive 4 GB;Technology;Accessories;19.98;234; 4,675.32 ; 4,909.10 ; 196.40 ; 5,105.50 ; 127.60 ; 63.82 ; 387.82 
13/09/2014;Sementara;0.1;0.02;0.005;0.0025;California;KD-16615;Ken Dana;Merchant Importer;Anaheim;FUR-FU-10002379;Eldon Econocleat Chair Mats for Low Pile Carpets;Furniture;Furnishings;202.35;585; 118,374.75 ; 130,212.20 ; 2,604.20 ; 132,816.40 ; 664.10 ; 332.04 ; 3,600.34 
13/09/2014;Sementara;0.1;0.02;0.005;0.0025;California;KD-16615;Ken Dana;Merchant Importer;Anaheim;OFF-BI-10001628;"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity";Office Supplies;Binders;22.03;351; 7,733.23 ; 8,506.60 ; 170.10 ; 8,676.70 ; 43.40 ; 21.69 ; 235.19 
13/09/2014;Sementara;0.1;0.02;0.005;0.0025;California;KD-16615;Ken Dana;Merchant Importer;Anaheim;FUR-CH-10000155;Global Comet Stacking Armless Chair;Furniture;Chairs;714.72;351; 250,866.72 ; 275,953.40 ; 5,519.10 ; 281,472.50 ; 1,407.40 ; 703.68 ; 7,630.18 
13/09/2014;Sementara;0.1;0.02;0.005;0.0025;California;KD-16615;Ken Dana;Merchant Importer;Anaheim;FUR-FU-10004018;Tensor Computer Mounted Lamp;Furniture;Furnishings;41.67;351; 14,626.17 ; 16,088.80 ; 321.80 ; 16,410.60 ; 82.10 ; 41.03 ; 444.93 
13/09/2014;Sementara;0.1;0.02;0.005;0.0025;California;KD-16615;Ken Dana;Merchant Importer;Anaheim;OFF-PA-10000994;Xerox 1915;Office Supplies;Paper;207.70;234; 48,601.80 ; 53,462.00 ; 1,069.20 ; 54,531.20 ; 272.70 ; 136.33 ; 1,478.23 
14/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Utah;CA-12265;Christina Anderson;General Importer;San Francisco;FUR-TA-10003008;Lesro Round Back Collection Coffee Table, End Table;Furniture;Tables;907.75;585; 531,033.75 ; 570,861.30 ; 28,543.10 ; 599,404.40 ; 17,982.10 ; 7,492.56 ; 54,017.76 
14/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;SP-20620;Stefania Perrino;Merchant Importer;Colorado Springs;FUR-TA-10002607;KI Conference Tables;Furniture;Tables;167.14;351; 58,664.74 ; 63,064.60 ; 3,153.20 ; 66,217.80 ; 1,986.50 ; 827.72 ; 5,967.42 
17/09/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;MO-17800;Meg O'Connel;Sole Agent Importer;Los Angeles;OFF-PA-10004100;Xerox 216;Office Supplies;Paper;27.40;585; 16,029.00 ; 16,830.50 ; 673.20 ; 17,503.70 ; 437.60 ; 218.80 ; 1,329.60 
17/09/2014;Sementara;0.1;0.02;0.005;0.0025;Washington;CS-11845;Cari Sayre;Merchant Importer;Seattle;OFF-BI-10001628;"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity";Office Supplies;Binders;22.03;351; 7,733.23 ; 8,506.60 ; 170.10 ; 8,676.70 ; 43.40 ; 21.69 ; 235.19 
18/09/2014;Sementara;0.1;0.02;0.005;0.0025;California;CM-12190;Charlotte Melton;General Importer;San Diego;OFF-ST-10004186;"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D";Office Supplies;Storage;439.92;468; 205,882.56 ; 226,470.80 ; 4,529.40 ; 231,000.20 ; 1,155.00 ; 577.50 ; 6,261.90 
18/09/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;TG-21640;Trudy Glocke;General Importer;Pocatello;OFF-SU-10001574;Acme Value Line Scissors;Office Supplies;Supplies;5.30;234; 1,240.20 ; 1,302.20 ; 52.10 ; 1,354.30 ; 33.90 ; 16.93 ; 102.93 
18/09/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;TG-21640;Trudy Glocke;General Importer;Pocatello;OFF-PA-10004530;Personal Creations Ink Jet Cards and Labels;Office Supplies;Paper;146.72;1638; 240,327.36 ; 252,343.70 ; 10,093.70 ; 262,437.40 ; 6,560.90 ; 3,280.47 ; 19,935.07 
18/09/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;TG-21640;Trudy Glocke;General Importer;Pocatello;OFF-PA-10001450;Rediform S.O.S. Phone Message Books;Office Supplies;Paper;15.92;468; 7,450.56 ; 7,823.10 ; 312.90 ; 8,136.00 ; 203.40 ; 101.70 ; 618.00 
18/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Washington;AB-10060;Adam Bellavance;Sole Agent Importer;Des Moines;OFF-PA-10001776;"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book";Office Supplies;Paper;16.54;234; 3,870.36 ; 4,160.60 ; 208.00 ; 4,368.60 ; 131.10 ; 54.61 ; 393.71 
18/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;GB-14530;George Bell;Merchant Importer;Aurora;OFF-AR-10003602;Quartet Omega Colored Chalk, 12/Pack;Office Supplies;Art;9.68;234; 2,265.12 ; 2,435.00 ; 121.80 ; 2,556.80 ; 76.70 ; 31.96 ; 230.46 
18/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;GB-14530;George Bell;Merchant Importer;Aurora;OFF-SU-10004782;"Elite 5"" Scissors";Office Supplies;Supplies;14.90;234; 3,486.60 ; 3,748.10 ; 187.40 ; 3,935.50 ; 118.10 ; 49.19 ; 354.69 
18/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;GB-14530;George Bell;Merchant Importer;Aurora;FUR-FU-10001591;Advantus Panel Wall Certificate Holder - 8.5x11;Furniture;Furnishings;22.40;234; 5,241.60 ; 5,634.70 ; 281.70 ; 5,916.40 ; 177.50 ; 73.96 ; 533.16 
19/09/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;RW-19540;Rick Wilson;Merchant Importer;Los Angeles;OFF-PA-10004530;Personal Creations Ink Jet Cards and Labels;Office Supplies;Paper;20.96;234; 4,904.64 ; 5,149.90 ; 206.00 ; 5,355.90 ; 133.90 ; 66.95 ; 406.85 
19/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;New Mexico;MH-17290;Marc Harrigan;Sole Agent Importer;Los Angeles;OFF-AR-10001972;Newell 323;Office Supplies;Art;3.40;585; 1,989.00 ; 2,138.20 ; 106.90 ; 2,245.10 ; 67.40 ; 28.06 ; 202.36 
19/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;FC-14245;Frank Carlisle;Sole Agent Importer;Sacramento;FUR-FU-10003464;"Seth Thomas 8 1/2"" Cubicle Clock";Furniture;Furnishings;57.84;351; 20,301.84 ; 21,824.50 ; 1,091.20 ; 22,915.70 ; 687.50 ; 286.45 ; 2,065.15 
20/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Nevada;AM-10705;Anne McFarland;General Importer;Las Vegas;OFF-BI-10004040;Wilson Jones Impact Binders;Office Supplies;Binders;34.58;1287; 44,509.61 ; 47,847.80 ; 2,392.40 ; 50,240.20 ; 1,507.20 ; 628.00 ; 4,527.60 
21/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Washington;CS-12130;Chad Sievert;General Importer;Los Angeles;OFF-ST-10003123;Fellowes Bases and Tops For Staxonsteel/High-Stak Systems;Office Supplies;Storage;193.74;702; 136,005.48 ; 146,205.90 ; 7,310.30 ; 153,516.20 ; 4,605.50 ; 1,918.95 ; 13,834.75 
21/09/2014;Sementara;0.1;0.02;0.005;0.0025;California;CD-12790;Cynthia Delaney;Sole Agent Importer;San Diego;OFF-FA-10002763;Advantus Map Pennant Flags and Round Head Tacks;Office Supplies;Fasteners;5.90;234; 1,380.60 ; 1,518.70 ; 30.40 ; 1,549.10 ; 7.70 ; 3.87 ; 41.97 
22/09/2014;Khusus ;0.1;0.01;0;0;California;DL-12925;Daniel Lacy;General Importer;Oceanside;FUR-FU-10004188;Luxo Professional Combination Clamp-On Lamps;Furniture;Furnishings;202.60;234; 47,408.40 ; 52,149.20 ; 521.50 ; 52,670.70 ; -   ; -   ; 521.50 
22/09/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;MM-18280;Muhammed MacIntyre;Merchant Importer;Los Angeles;OFF-AP-10004532;Kensington 6 Outlet Guardian Standard Surge Protector;Office Supplies;Appliances;58.44;351; 20,512.44 ; 21,538.10 ; 861.50 ; 22,399.60 ; 560.00 ; 280.00 ; 1,701.50 
24/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;SC-20440;Shaun Chance;Merchant Importer;Los Angeles;FUR-FU-10000010;DAX Value U-Channel Document Frames, Easel Back;Furniture;Furnishings;11.91;351; 4,180.41 ; 4,493.90 ; 224.70 ; 4,718.60 ; 141.60 ; 58.98 ; 425.28 
24/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;SC-20440;Shaun Chance;Merchant Importer;Los Angeles;OFF-AP-10002651;Hoover Upright Vacuum With Dirt Cup;Office Supplies;Appliances;1154.12;468; 540,128.16 ; 580,637.80 ; 29,031.90 ; 609,669.70 ; 18,290.10 ; 7,620.87 ; 54,942.87 
24/09/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Arizona;CM-11935;Carlos Meador;General Importer;Tucson;TEC-PH-10003095;Samsung HM1900 Bluetooth Headset;Technology;Phones;33.12;234; 7,750.08 ; 8,137.60 ; 325.50 ; 8,463.10 ; 211.60 ; 105.79 ; 642.89 
24/09/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Washington;ME-17725;Max Engle;General Importer;Seattle;OFF-AR-10004042;BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain;Office Supplies;Art;33.96;234; 7,946.64 ; 8,344.00 ; 333.80 ; 8,677.80 ; 216.90 ; 108.47 ; 659.17 
24/09/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Washington;ME-17725;Max Engle;General Importer;Seattle;OFF-BI-10001097;Avery Hole Reinforcements;Office Supplies;Binders;11.95;351; 4,195.15 ; 4,404.90 ; 176.20 ; 4,581.10 ; 114.50 ; 57.26 ; 347.96 
24/09/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Arizona;KM-16720;Kunst Miller;General Importer;Vallejo;OFF-AR-10003179;Dixon Ticonderoga Core-Lock Colored Pencils;Office Supplies;Art;12.58;234; 2,942.78 ; 3,089.90 ; 123.60 ; 3,213.50 ; 80.30 ; 40.17 ; 244.07 
24/09/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Arizona;KM-16720;Kunst Miller;General Importer;Vallejo;OFF-AR-10001246;Newell 317;Office Supplies;Art;9.46;819; 7,751.02 ; 8,138.60 ; 325.50 ; 8,464.10 ; 211.60 ; 105.80 ; 642.90 
24/09/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Arizona;KM-16720;Kunst Miller;General Importer;Vallejo;TEC-AC-10002345;HP Standard 104 key PS/2 Keyboard;Technology;Accessories;21.20;234; 4,960.80 ; 5,208.80 ; 208.40 ; 5,417.20 ; 135.40 ; 67.72 ; 411.52 
25/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;AM-10705;Anne McFarland;General Importer;Las Vegas;OFF-EN-10000461;"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";Office Supplies;Envelopes;15.48;234; 3,622.32 ; 3,894.00 ; 194.70 ; 4,088.70 ; 122.70 ; 51.11 ; 368.51 
25/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Utah;EB-13870;Emily Burns;General Importer;Redding;FUR-TA-10000577;Bretford CR4500 Series Slim Rectangular Table;Furniture;Tables;1041.63;351; 365,612.13 ; 393,033.00 ; 19,651.70 ; 412,684.70 ; 12,380.50 ; 5,158.56 ; 37,190.76 
25/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Washington;SH-19975;Sally Hughsby;Merchant Importer;Caldwell;OFF-LA-10002945;Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White;Office Supplies;Labels;10.60;234; 2,480.40 ; 2,666.40 ; 133.30 ; 2,799.70 ; 84.00 ; 35.00 ; 252.30 
25/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Washington;SH-19975;Sally Hughsby;Merchant Importer;Caldwell;TEC-AC-10002567;Logitech G602 Wireless Gaming Mouse;Technology;Accessories;157.98;234; 36,967.32 ; 39,739.90 ; 1,987.00 ; 41,726.90 ; 1,251.80 ; 521.59 ; 3,760.39 
25/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Washington;SH-19975;Sally Hughsby;Merchant Importer;Caldwell;FUR-CH-10004289;Global Super Steno Chair;Furniture;Chairs;303.14;468; 141,867.65 ; 152,507.70 ; 7,625.40 ; 160,133.10 ; 4,804.00 ; 2,001.66 ; 14,431.06 
26/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;BS-11800;Bryan Spruell;Sole Agent Importer;San Diego;OFF-EN-10000056;Cameo Buff Policy Envelopes;Office Supplies;Envelopes;122.46;234; 28,655.64 ; 30,804.80 ; 1,540.20 ; 32,345.00 ; 970.40 ; 404.31 ; 2,914.91 
26/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;BS-11800;Bryan Spruell;Sole Agent Importer;San Diego;OFF-ST-10002370;Sortfiler Multipurpose Personal File Organizer, Black;Office Supplies;Storage;61.17;351; 21,470.67 ; 23,081.00 ; 1,154.10 ; 24,235.10 ; 727.10 ; 302.94 ; 2,184.14 
26/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Arizona;RW-19540;Rick Wilson;Merchant Importer;Los Angeles;OFF-AP-10004980;3M Replacement Filter for Office Air Cleaner for 20' x 33' Room;Office Supplies;Appliances;58.67;234; 13,729.25 ; 14,758.90 ; 737.90 ; 15,496.80 ; 464.90 ; 193.71 ; 1,396.51 
26/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Arizona;RW-19540;Rick Wilson;Merchant Importer;Los Angeles;TEC-PH-10001750;Samsung Rugby III;Technology;Phones;258.96;585; 151,491.60 ; 162,853.50 ; 8,142.70 ; 170,996.20 ; 5,129.90 ; 2,137.45 ; 15,410.05 
26/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Arizona;RW-19540;Rick Wilson;Merchant Importer;Los Angeles;OFF-ST-10000798;2300 Heavy-Duty Transfer File Systems by Perma;Office Supplies;Storage;113.90;702; 79,960.61 ; 85,957.70 ; 4,297.90 ; 90,255.60 ; 2,707.70 ; 1,128.20 ; 8,133.80 
26/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Arizona;RW-19540;Rick Wilson;Merchant Importer;Los Angeles;OFF-ST-10002743;SAFCO Boltless Steel Shelving;Office Supplies;Storage;359.65;468; 168,315.26 ; 180,938.90 ; 9,046.90 ; 189,985.80 ; 5,699.60 ; 2,374.82 ; 17,121.32 
26/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Arizona;RW-19540;Rick Wilson;Merchant Importer;Los Angeles;OFF-BI-10000778;GBC VeloBinder Electric Binding Machine;Office Supplies;Binders;70.59;234; 16,517.59 ; 17,756.40 ; 887.80 ; 18,644.20 ; 559.30 ; 233.05 ; 1,680.15 
26/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Arizona;RW-19540;Rick Wilson;Merchant Importer;Los Angeles;OFF-BI-10003984;Lock-Up Easel 'Spel-Binder';Office Supplies;Binders;68.03;1053; 71,636.64 ; 77,009.40 ; 3,850.50 ; 80,859.90 ; 2,425.80 ; 1,010.75 ; 7,287.05 
26/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Arizona;RW-19540;Rick Wilson;Merchant Importer;Los Angeles;OFF-PA-10000501;Petty Cash Envelope;Office Supplies;Paper;82.27;468; 38,503.30 ; 41,391.00 ; 2,069.60 ; 43,460.60 ; 1,303.80 ; 543.26 ; 3,916.66 
26/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Oregon;TB-21520;Tracy Blumstein;General Importer;Portland;OFF-PA-10004100;Xerox 216;Office Supplies;Paper;25.10;702; 17,623.01 ; 18,944.70 ; 947.20 ; 19,891.90 ; 596.80 ; 248.65 ; 1,792.65 
26/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Oregon;TB-21520;Tracy Blumstein;General Importer;Portland;TEC-AC-10001956;Microsoft Arc Touch Mouse;Technology;Accessories;234.80;585; 137,358.00 ; 147,659.90 ; 7,383.00 ; 155,042.90 ; 4,651.30 ; 1,938.04 ; 13,972.34 
26/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Oregon;TB-21520;Tracy Blumstein;General Importer;Portland;OFF-PA-10000474;Easy-staple paper;Office Supplies;Paper;136.76;585; 80,004.60 ; 86,004.90 ; 4,300.20 ; 90,305.10 ; 2,709.20 ; 1,128.81 ; 8,138.21 
27/09/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Washington;SS-20140;Saphhira Shifley;Merchant Importer;Seattle;OFF-AR-10002067;Newell 334;Office Supplies;Art;94.20;585; 55,107.00 ; 57,862.40 ; 2,314.50 ; 60,176.90 ; 1,504.40 ; 752.21 ; 4,571.11 
27/09/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;RH-19510;Rick Huthwaite;Sole Agent Importer;San Diego;OFF-PA-10003441;Xerox 226;Office Supplies;Paper;10.96;234; 2,564.64 ; 2,692.90 ; 107.70 ; 2,800.60 ; 70.00 ; 35.01 ; 212.71 
27/09/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;RH-19510;Rick Huthwaite;Sole Agent Importer;San Diego;OFF-ST-10001328;Personal Filing Tote with Lid, Black/Gray;Office Supplies;Storage;14.51;117; 1,697.67 ; 1,782.60 ; 71.30 ; 1,853.90 ; 46.30 ; 23.17 ; 140.77 
27/09/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;RH-19510;Rick Huthwaite;Sole Agent Importer;San Diego;OFF-PA-10002377;Xerox 1916;Office Supplies;Paper;143.82;351; 50,480.82 ; 53,004.90 ; 2,120.20 ; 55,125.10 ; 1,378.10 ; 689.06 ; 4,187.36 
