No.Dok.Impor;Tgl.Impor;Jenis Importasi;Port Of Entry;ID Importir;Nama Importir;Kategori Importir;Alamat;Kode Barang;Nama Barang;Kategori;Sub Kategori;Harga;Kuantitas; Nilai Barang ; Nilai Pabean ; Bea Masuk ; Nilai Impor ; PPn Impor ; PPh Impor ; Penerimaan Negara atas Impor ;;
CA-2012-132486;23/10/2014;Umum Non Komersil;California;JF-15355;Jay Fein;General Importer;San Diego;TEC-AC-10000710;Maxell DVD-RAM Discs;Technology;Accessories;139.32;1053; 146,703.96 ; 154,039.16 ; 6,161.57 ; 160,200.72 ; 4,005.02 ; 2,002.51 ; 12,169.09 ;;
CA-2012-132486;23/10/2014;Umum Non Komersil;California;JF-15355;Jay Fein;General Importer;San Diego;FUR-CH-10004540;Global Chrome Stack Chair;Furniture;Chairs;184.97;819; 151,488.79 ; 159,063.23 ; 6,362.53 ; 165,425.76 ; 4,135.64 ; 2,067.82 ; 12,566.00 ;;
CA-2012-132486;23/10/2014;Umum Non Komersil;California;JF-15355;Jay Fein;General Importer;San Diego;FUR-CH-10004495;Global Leather and Oak Executive Chair, Black;Furniture;Chairs;239.78;117; 28,054.73 ; 29,457.46 ; 1,178.30 ; 30,635.76 ; 765.89 ; 382.95 ; 2,327.14 ;;
CA-2012-132486;23/10/2014;Umum Non Komersil;California;JF-15355;Jay Fein;General Importer;San Diego;FUR-CH-10001854;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fab;Furniture;Chairs;839.35;351; 294,612.55 ; 309,343.18 ; 12,373.73 ; 321,716.91 ; 8,042.92 ; 4,021.46 ; 24,438.11 ;;
CA-2012-132633;03/02/2014;Umum Non Komersil;Utah;KH-16630;Ken Heidel;Merchant Importer;Pleasant Grove;OFF-BI-10002432;Wilson Jones Standard D-Ring Binders;Office Supplies;Binders;9.14;351; 3,209.54 ; 3,370.02 ; 134.80 ; 3,504.82 ; 87.62 ; 43.81 ; 266.23 ;;
CA-2012-132815;19/09/2014;Umum Non Komersil;California;RW-19540;Rick Wilson;Merchant Importer;Los Angeles;OFF-PA-10004530;Personal Creations Ink Jet Cards and Labels;Office Supplies;Paper;20.96;234; 4,904.64 ; 5,149.87 ; 205.99 ; 5,355.87 ; 133.90 ; 66.95 ; 406.84 ;;
CA-2012-132906;10/09/2014;Umum Komersil;California;CC-12145;Charles Crestani;General Importer;Los Angeles;OFF-SU-10004498;Martin-Yale Premier Letter Opener;Office Supplies;Supplies;47.52;468; 22,239.36 ; 23,907.31 ; 1,195.37 ; 25,102.68 ; 753.08 ; 313.78 ; 2,262.23 ;;
CA-2012-132948;27/03/2014;Umum Komersil;Washington;MV-17485;Mark Van Huff;General Importer;Seattle;OFF-ST-10000636;Rogers Profile Extra Capacity Storage Tub;Office Supplies;Storage;78.70;585; 46,039.50 ; 49,492.46 ; 2,474.62 ; 51,967.09 ; 1,559.01 ; 649.59 ; 4,683.22 ;;
CA-2012-133025;17/09/2014;Umum Non Komersil;California;MO-17800;Meg O'Connel;Sole Agent Importer;Los Angeles;OFF-PA-10004100;Xerox 216;Office Supplies;Paper;27.40;585; 16,029.00 ; 16,830.45 ; 673.22 ; 17,503.67 ; 437.59 ; 218.80 ; 1,329.61 ;;
CA-2012-133445;05/10/2014;Umum Komersil;Oregon;JF-15490;Jeremy Farry;General Importer;Portland;FUR-BO-10003660;Bush Cubix Collection Bookcases, Fully Assembled;Furniture;Bookcases;65.29;117; 7,639.40 ; 8,212.35 ; 410.62 ; 8,622.97 ; 258.69 ; 107.79 ; 777.09 ;;
CA-2012-133445;05/10/2014;Umum Komersil;Oregon;JF-15490;Jeremy Farry;General Importer;Portland;FUR-CH-10000422;Global Highback Leather Tilter in Burgundy;Furniture;Chairs;287.17;468; 134,394.62 ; 144,474.22 ; 7,223.71 ; 151,697.93 ; 4,550.94 ; 1,896.22 ; 13,670.87 ;;
CA-2012-133452;13/04/2014;Umum Komersil;California;ZC-21910;Zuschuss Carroll;General Importer;Pomona;TEC-AC-10002800;Plantronics Audio 478 Stereo USB Headset;Technology;Accessories;195.96;468; 91,709.28 ; 98,587.48 ; 4,929.37 ; 103,516.85 ; 3,105.51 ; 1,293.96 ; 9,328.84 ;;
CA-2012-133452;13/04/2014;Umum Komersil;California;ZC-21910;Zuschuss Carroll;General Importer;Pomona;FUR-TA-10003954;Hon 94000 Series Round Tables;Furniture;Tables;707.83;351; 248,449.03 ; 267,082.71 ; 13,354.14 ; 280,436.84 ; 8,413.11 ; 3,505.46 ; 25,272.70 ;;
CA-2012-133837;13/04/2014;Umum Komersil;Arizona;TH-21100;Thea Hendricks;General Importer;Glendale;OFF-ST-10000344;Neat Ideas Personal Hanging Folder Files, Black;Office Supplies;Storage;9.74;117; 1,140.05 ; 1,225.55 ; 61.28 ; 1,286.83 ; 38.60 ; 16.09 ; 115.97 ;;
CA-2012-134075;12/12/2014;Umum Komersil;California;HA-14905;Helen Abelman;General Importer;San Jose;FUR-FU-10004597;Eldon Cleatmat Chair Mats for Medium Pile Carpets;Furniture;Furnishings;163.50;351; 57,388.50 ; 61,692.64 ; 3,084.63 ; 64,777.27 ; 1,943.32 ; 809.72 ; 5,837.67 ;;
CA-2012-134075;12/12/2014;Umum Komersil;California;HA-14905;Helen Abelman;General Importer;San Jose;OFF-ST-10001496;Standard Rollaway File with Lock;Office Supplies;Storage;358.38;234; 83,860.92 ; 90,150.49 ; 4,507.52 ; 94,658.01 ; 2,839.74 ; 1,183.23 ; 8,530.49 ;;
CA-2012-134082;11/12/2014;Umum Komersil;California;JK-15640;Jim Kriz;Sole Agent Importer;San Bernardino;OFF-BI-10004230;GBC Recycled Grain Textured Covers;Office Supplies;Binders;106.53;468; 49,855.10 ; 53,594.24 ; 2,679.71 ; 56,273.95 ; 1,688.22 ; 703.42 ; 5,071.35 ;;
CA-2012-134117;17/12/2014;Umum Non Komersil;California;PG-18895;Paul Gonzalez;General Importer;Los Angeles;OFF-AR-10001940;Sanford Colorific Eraseable Coloring Pencils, 12 Count;Office Supplies;Art;11.40;585; 6,669.00 ; 7,002.45 ; 280.10 ; 7,282.55 ; 182.06 ; 91.03 ; 553.19 ;;
CA-2012-134117;17/12/2014;Umum Non Komersil;California;PG-18895;Paul Gonzalez;General Importer;Los Angeles;OFF-BI-10002026;Avery Arch Ring Binders;Office Supplies;Binders;90.96;234; 21,284.64 ; 22,348.87 ; 893.95 ; 23,242.83 ; 581.07 ; 290.54 ; 1,765.56 ;;
CA-2012-134117;17/12/2014;Umum Non Komersil;California;PG-18895;Paul Gonzalez;General Importer;Los Angeles;TEC-PH-10004908;Panasonic KX TS3282W Corded phone;Technology;Phones;133.98;234; 31,352.26 ; 32,919.87 ; 1,316.79 ; 34,236.66 ; 855.92 ; 427.96 ; 2,600.67 ;;
CA-2012-134117;17/12/2014;Umum Non Komersil;California;PG-18895;Paul Gonzalez;General Importer;Los Angeles;OFF-AR-10003903;Sanford 52201 APSCO Electric Pencil Sharpener;Office Supplies;Art;199.85;585; 116,912.25 ; 122,757.86 ; 4,910.31 ; 127,668.18 ; 3,191.70 ; 1,595.85 ; 9,697.87 ;;
CA-2012-135272;07/12/2014;Umum Komersil;California;MS-17830;Melanie Seite;General Importer;Los Angeles;FUR-FU-10002759;12-1/2 Diameter Round Wall Clock;Furniture;Furnishings;75.92;468; 35,530.56 ; 38,195.35 ; 1,909.77 ; 40,105.12 ; 1,203.15 ; 501.31 ; 3,614.24 ;;
CA-2012-135538;24/01/2015;Umum Komersil;Arizona;HR-14830;Harold Ryan;Merchant Importer;Gilbert;FUR-CH-10004287;SAFCO Arco Folding Chair;Furniture;Chairs;879.84;468; 411,765.12 ; 442,647.50 ; 22,132.38 ; 464,779.88 ; 13,943.40 ; 5,809.75 ; 41,885.52 ;;
CA-2012-135545;24/11/2014;Umum Komersil;California;KM-16720;Kunst Miller;General Importer;Los Angeles;TEC-AC-10004633;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack;Furniture;Accessories;11.98;234; 2,803.32 ; 3,013.57 ; 150.68 ; 3,164.25 ; 94.93 ; 39.55 ; 285.16 ;;
CA-2012-135545;24/11/2014;Umum Komersil;California;KM-16720;Kunst Miller;General Importer;Los Angeles;OFF-BI-10001078;"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""";Ofice Supplies;Binders;19.82;702; 13,916.45 ; 14,960.18 ; 748.01 ; 15,708.19 ; 471.25 ; 196.35 ; 1,415.61 ;;
CA-2012-135545;24/11/2014;Umum Komersil;California;KM-16720;Kunst Miller;General Importer;Los Angeles;FUR-FU-10000397;Luxo Economy Swing Arm Lamp;Technology;Furnishings;75.76;468; 35,455.68 ; 38,114.86 ; 1,905.74 ; 40,020.60 ; 1,200.62 ; 500.26 ; 3,606.62 ;;
CA-2012-135545;24/11/2014;Umum Komersil;California;KM-16720;Kunst Miller;General Importer;Los Angeles;OFF-PA-10003892;Xerox 1943;Ofice Supplies;Paper;143.73;351; 50,449.23 ; 54,232.92 ; 2,711.65 ; 56,944.57 ; 1,708.34 ; 711.81 ; 5,131.79 ;;
CA-2012-135580;30/12/2014;Umum Komersil;California;CL-12565;Clay Ludtke;General Importer;Los Angeles;OFF-PA-10000595;Xerox 1929;Office Supplies;Paper;65.52;351; 22,997.52 ; 24,722.33 ; 1,236.12 ; 25,958.45 ; 778.75 ; 324.48 ; 2,339.35 ;;
CA-2012-135580;30/12/2014;Umum Komersil;California;CL-12565;Clay Ludtke;General Importer;Los Angeles;OFF-ST-10000798;2300 Heavy-Duty Transfer File Systems by Perma;Office Supplies;Storage;71.94;351; 25,250.94 ; 27,144.76 ; 1,357.24 ; 28,502.00 ; 855.06 ; 356.27 ; 2,568.57 ;;
CA-2012-135580;30/12/2014;Umum Komersil;California;CL-12565;Clay Ludtke;General Importer;Los Angeles;OFF-EN-10003296;Tyvek Side-Opening Peel & Seel Expanding Envelopes;Office Supplies;Envelopes;268.44;351; 94,222.44 ; 101,289.12 ; 5,064.46 ; 106,353.58 ; 3,190.61 ; 1,329.42 ; 9,584.48 ;;
CA-2012-135580;30/12/2014;Umum Komersil;California;CL-12565;Clay Ludtke;General Importer;Los Angeles;TEC-PH-10004345;Cisco SPA 502G IP Phone;Technology;Phones;284.88;351; 99,992.88 ; 107,492.35 ; 5,374.62 ; 112,866.96 ; 3,386.01 ; 1,410.84 ; 10,171.46 ;;
CA-2012-135580;30/12/2014;Umum Komersil;California;CL-12565;Clay Ludtke;General Importer;Los Angeles;TEC-MA-10004002;Zebra GX420t Direct Thermal/Thermal Transfer Printer;Technology;Machines;2542.56;702; 1,784,877.12 ; 1,918,742.90 ; 95,937.15 ; 2,014,680.05 ; 60,440.40 ; 25,183.50 ; 181,561.05 ;;
CA-2012-135727;11/05/2014;Umum Non Komersil;Arizona;PS-18970;Paul Stevenson;Sole Agent Importer;Phoenix;FUR-CH-10004540;Global Chrome Stack Chair;Furniture;Chairs;184.97;819; 151,488.79 ; 159,063.23 ; 6,362.53 ; 165,425.76 ; 4,135.64 ; 2,067.82 ; 12,566.00 ;;
CA-2012-136420;20/11/2014;Sementara;California;CS-12250;Chris Selesnick;Merchant Importer;San Diego;OFF-LA-10002762;Avery 485;Office Supplies;Labels;46.12;468; 21,584.16 ; 23,742.58 ; 474.85 ; 24,217.43 ; 121.09 ; 60.54 ; 656.48 ;;
CA-2012-136420;20/11/2014;Sementara;California;CS-12250;Chris Selesnick;Merchant Importer;San Diego;OFF-BI-10002854;Performers Binder/Pad Holder, Black;Office Supplies;Binders;85.70;468; 40,105.73 ; 44,116.30 ; 882.33 ; 44,998.63 ; 224.99 ; 112.50 ; 1,219.82 ;;
CA-2012-136700;06/12/2014;Umum Non Komersil;California;DB-13120;David Bremer;Merchant Importer;Santa Barbara;OFF-PA-10004519;Spiral Phone Message Books with Labels by Adams;Office Supplies;Paper;6.96;234; 1,628.64 ; 1,710.07 ; 68.40 ; 1,778.47 ; 44.46 ; 22.23 ; 135.10 ;;
CA-2012-136735;26/07/2014;Umum Komersil;California;HA-14920;Helen Andreada;General Importer;San Francisco;OFF-EN-10002230;Airmail Envelopes;Office Supplies;Envelopes;165.86;234; 38,811.24 ; 41,722.08 ; 2,086.10 ; 43,808.19 ; 1,314.25 ; 547.60 ; 3,947.95 ;;
CA-2012-137113;01/12/2014;Umum Non Komersil;Washington;TWQ-21025;Tamara Willingham;Sole Agent Importer;Seattle;OFF-PA-10004255;Xerox 219;Office Supplies;Paper;27.40;585; 16,029.00 ; 16,830.45 ; 673.22 ; 17,503.67 ; 437.59 ; 218.80 ; 1,329.61 ;;
CA-2012-137113;01/12/2014;Umum Non Komersil;Washington;TWQ-21025;Tamara Willingham;Sole Agent Importer;Seattle;OFF-PA-10002222;"Xerox Color Copier Paper, 11"" x 17"", Ream";Office Supplies;Paper;109.20;585; 63,882.00 ; 67,076.10 ; 2,683.04 ; 69,759.14 ; 1,743.98 ; 871.99 ; 5,299.01 ;;
CA-2012-137113;01/12/2014;Umum Non Komersil;Washington;TWQ-21025;Tamara Willingham;Sole Agent Importer;Seattle;OFF-ST-10002554;Tennsco Industrial Shelving;Office Supplies;Storage;143.73;351; 50,449.23 ; 52,971.69 ; 2,118.87 ; 55,090.56 ; 1,377.26 ; 688.63 ; 4,184.76 ;;
CA-2012-137113;01/12/2014;Umum Non Komersil;Washington;TWQ-21025;Tamara Willingham;Sole Agent Importer;Seattle;FUR-TA-10001705;Bush Advantage Collection Round Conference Table;Furniture;Tables;1904.40;1053; 2,005,333.20 ; 2,105,599.86 ; 84,223.99 ; 2,189,823.85 ; 54,745.60 ; 27,372.80 ; 166,342.39 ;;
CA-2012-137113;01/12/2014;Umum Non Komersil;Washington;TWQ-21025;Tamara Willingham;Sole Agent Importer;Seattle;FUR-CH-10001215;Global Troy Executive Leather Low-Back Tilter;Furniture;Chairs;1998.92;585; 1,169,368.20 ; 1,227,836.61 ; 49,113.46 ; 1,276,950.07 ; 31,923.75 ; 15,961.88 ; 96,999.09 ;;
CA-2012-137302;26/04/2014;Umum Komersil;California;BW-11110;Bart Watters;Merchant Importer;San Diego;OFF-BI-10001524;GBC Premium Transparent Covers with Diagonal Lined Pattern;Office Supplies;Binders;47.35;351; 16,620.55 ; 17,867.09 ; 893.35 ; 18,760.45 ; 562.81 ; 234.51 ; 1,690.67 ;;
CA-2012-137302;26/04/2014;Umum Komersil;California;BW-11110;Bart Watters;Merchant Importer;San Diego;OFF-AR-10000588;Newell 345;Office Supplies;Art;56.52;351; 19,838.52 ; 21,326.41 ; 1,066.32 ; 22,392.73 ; 671.78 ; 279.91 ; 2,018.01 ;;
CA-2012-137302;26/04/2014;Umum Komersil;California;BW-11110;Bart Watters;Merchant Importer;San Diego;FUR-CH-10002017;SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair;Furniture;Chairs;60.94;351; 21,388.54 ; 22,992.68 ; 1,149.63 ; 24,142.31 ; 724.27 ; 301.78 ; 2,175.68 ;;
CA-2012-137302;26/04/2014;Umum Komersil;California;BW-11110;Bart Watters;Merchant Importer;San Diego;TEC-PH-10003174;RCA ViSYS 25825 Wireless digital phone;Technology;Phones;308.98;351; 108,450.58 ; 116,584.37 ; 5,829.22 ; 122,413.59 ; 3,672.41 ; 1,530.17 ; 11,031.80 ;;
CA-2012-137526;13/01/2014;Umum Komersil;California;PB-19150;Philip Brown;General Importer;Los Angeles;OFF-BI-10003364;Binding Machine Supplies;Office Supplies;Binders;67.01;351; 23,519.81 ; 25,283.79 ; 1,264.19 ; 26,547.98 ; 796.44 ; 331.85 ; 2,392.48 ;;
CA-2012-137526;13/01/2014;Umum Komersil;California;PB-19150;Philip Brown;General Importer;Los Angeles;FUR-FU-10001861;Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts;Furniture;Furnishings;73.60;468; 34,444.80 ; 37,028.16 ; 1,851.41 ; 38,879.57 ; 1,166.39 ; 485.99 ; 3,503.79 ;;
CA-2012-137526;13/01/2014;Umum Komersil;California;PB-19150;Philip Brown;General Importer;Los Angeles;FUR-FU-10004845;Deflect-o EconoMat Nonstudded, No Bevel Mat;Furniture;Furnishings;455.85;1053; 480,010.05 ; 516,010.80 ; 25,800.54 ; 541,811.34 ; 16,254.34 ; 6,772.64 ; 48,827.52 ;;
CA-2012-137603;19/09/2014;Umum Komersil;New Mexico;MH-17290;Marc Harrigan;Sole Agent Importer;Santa Fe;OFF-AR-10001972;Newell 323;Office Supplies;Art;3.40;585; 1,989.00 ; 2,138.18 ; 106.91 ; 2,245.08 ; 67.35 ; 28.06 ; 202.32 ;;
CA-2012-137708;22/11/2014;Umum Non Komersil;California;NG-18430;Nathan Gelder;General Importer;Los Angeles;OFF-ST-10004634;Personal Folder Holder, Ebony;Office Supplies;Storage;30.63;351; 10,751.13 ; 11,288.69 ; 451.55 ; 11,740.23 ; 293.51 ; 146.75 ; 891.81 ;;
CA-2012-137708;22/11/2014;Umum Non Komersil;California;NG-18430;Nathan Gelder;General Importer;Los Angeles;OFF-PA-10000327;Xerox 1971;Office Supplies;Paper;32.80;1170; 38,376.00 ; 40,294.80 ; 1,611.79 ; 41,906.59 ; 1,047.66 ; 523.83 ; 3,183.29 ;;
CA-2012-137708;22/11/2014;Umum Non Komersil;California;NG-18430;Nathan Gelder;General Importer;Los Angeles;OFF-PA-10000176;Xerox 1887;Office Supplies;Paper;35.94;234; 8,409.96 ; 8,830.46 ; 353.22 ; 9,183.68 ; 229.59 ; 114.80 ; 697.61 ;;
CA-2012-137750;25/06/2014;Umum Komersil;California;JF-15565;Jill Fjeld;General Importer;San Francisco;FUR-FU-10001979;Dana Halogen Swing-Arm Architect Lamp;Furniture;Furnishings;199.85;585; 116,912.25 ; 125,680.67 ; 6,284.03 ; 131,964.70 ; 3,958.94 ; 1,649.56 ; 11,892.53 ;;
CA-2012-137946;01/09/2014;Umum Non Komersil;California;DB-13615;Doug Bickford;General Importer;Los Angeles;OFF-BI-10001922;Storex Dura Pro Binders;Office Supplies;Binders;3.75;117; 438.98 ; 460.93 ; 18.44 ; 479.37 ; 11.98 ; 5.99 ; 36.41 ;;
CA-2012-137946;01/09/2014;Umum Non Komersil;California;DB-13615;Doug Bickford;General Importer;Los Angeles;OFF-BI-10004140;Avery Non-Stick Binders;Office Supplies;Binders;10.37;468; 4,852.22 ; 5,094.84 ; 203.79 ; 5,298.63 ; 132.47 ; 66.23 ; 402.49 ;;
CA-2012-137946;01/09/2014;Umum Non Komersil;California;DB-13615;Doug Bickford;General Importer;Los Angeles;TEC-CO-10001449;Hewlett Packard LaserJet 3310 Copier;Technology;Copiers;957.98;234; 224,168.26 ; 235,376.67 ; 9,415.07 ; 244,791.74 ; 6,119.79 ; 3,059.90 ; 18,594.76 ;;
CA-2012-138002;06/09/2014;Umum Komersil;Washington;BT-11305;Beth Thompson;Sole Agent Importer;Seattle;OFF-BI-10002160;Acco Hanging Data Binders;Office Supplies;Binders;4.10;234; 958.46 ; 1,030.35 ; 51.52 ; 1,081.87 ; 32.46 ; 13.52 ; 97.50 ;;
CA-2012-138002;06/09/2014;Umum Komersil;Washington;BT-11305;Beth Thompson;Sole Agent Importer;Seattle;FUR-FU-10004748;"Howard Miller 16"" Diameter Gallery Wall Clock";Furniture;Furnishings;188.82;351; 66,275.82 ; 71,246.51 ; 3,562.33 ; 74,808.83 ; 2,244.26 ; 935.11 ; 6,741.70 ;;
CA-2012-138219;23/03/2014;Umum Komersil;California;BP-11095;Bart Pistole;Merchant Importer;Los Angeles;OFF-PA-10000380;"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages";Office Supplies;Paper;29.36;468; 13,740.48 ; 14,771.02 ; 738.55 ; 15,509.57 ; 465.29 ; 193.87 ; 1,397.71 ;;
CA-2012-138485;27/02/2014;Umum Non Komersil;Washington;NP-18670;Nora Paige;General Importer;Seattle;TEC-AC-10002076;Microsoft Natural Keyboard Elite;Technology;Accessories;529.92;1053; 558,005.76 ; 585,906.05 ; 23,436.24 ; 585,906.05 ;;; 23,436.24 ;;
CA-2012-138534;17/07/2014;Umum Non Komersil;California;JM-15535;Jessica Myrick;General Importer;Bakersfield;FUR-BO-10003159;Sauder Camden County Collection Libraries, Planked Cherry Finish;Furniture;Bookcases;193.47;234; 45,271.04 ; 47,534.60 ; 1,901.38 ; 49,435.98 ; 1,235.90 ; 617.95 ; 3,755.23 ;;
CA-2012-138674;14/11/2014;Sementara;Oregon;KB-16585;Ken Black;Merchant Importer;Springfield;OFF-FA-10000304;Advantus Push Pins;Office Supplies;Fasteners;3.72;585; 2,176.20 ; 2,393.82 ; 47.88 ; 2,441.70 ; 12.21 ; 6.10 ; 66.19 ;;
CA-2012-138674;14/11/2014;Sementara;Oregon;KB-16585;Ken Black;Merchant Importer;Springfield;TEC-AC-10000358;Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB;Technology;Accessories;88.18;351; 30,949.78 ; 34,044.75 ; 680.90 ; 34,725.65 ; 173.63 ; 86.81 ; 941.34 ;;
CA-2012-138674;14/11/2014;Sementara;Oregon;KB-16585;Ken Black;Merchant Importer;Springfield;TEC-AC-10002800;Plantronics Audio 478 Stereo USB Headset;Technology;Accessories;155,968;468; 72,993.02 ; 80,292.33 ; 1,605.85 ; 81,898.17 ; 409.49 ; 204.75 ; 2,220.08 ;;
CA-2012-138898;25/05/2014;Umum Komersil;Colorado;JH-16180;Justin Hirsh;General Importer;Pueblo;OFF-AP-10004487;Kensington 4 Outlet MasterPiece Compact Power Control Center;Office Supplies;Appliances;832.73;1521; 1,266,579.29 ; 1,361,572.73 ; 68,078.64 ; 1,429,651.37 ; 42,889.54 ; 17,870.64 ; 128,838.82 ;;
CA-2012-139164;23/06/2014;Umum Komersil;California;CS-12355;Christine Sundaresa;General Importer;Long Beach;OFF-FA-10003059;Assorted Color Push Pins;Office Supplies;Fasteners;2.43;351; 852.93 ; 916.90 ; 45.84 ; 962.74 ; 28.88 ; 12.03 ; 86.76 ;;
CA-2012-139164;23/06/2014;Umum Komersil;California;CS-12355;Christine Sundaresa;General Importer;Long Beach;TEC-PH-10003931;JBL Micro Wireless Portable Bluetooth Speaker;Technology;Phones;140.98;351; 49,482.58 ; 53,193.77 ; 2,659.69 ; 55,853.46 ; 1,675.60 ; 698.17 ; 5,033.46 ;;
CA-2012-139164;23/06/2014;Umum Komersil;California;CS-12355;Christine Sundaresa;General Importer;Long Beach;TEC-PH-10002468;Plantronics CS 50-USB - headset - Convertible, Monaural;Technology;Phones;215.58;234; 50,446.66 ; 54,230.16 ; 2,711.51 ; 56,941.66 ; 1,708.25 ; 711.77 ; 5,131.53 ;;
CA-2012-139248;25/07/2014;Umum Komersil;California;RD-19930;Russell D'Ascenzo;General Importer;Los Angeles;TEC-PH-10004094;Motorola L703CM;Technology;Phones;618.96;585; 362,091.60 ; 389,248.47 ; 19,462.42 ; 408,710.89 ; 12,261.33 ; 5,108.89 ; 36,832.64 ;;
CA-2012-139290;26/10/2014;Umum Komersil;California;MY-17380;Maribeth Yedwab;Merchant Importer;Rancho Cucamonga;OFF-LA-10004008;Avery 507;Office Supplies;Labels;3.76;234; 879.84 ; 945.83 ; 47.29 ; 993.12 ; 29.79 ; 12.41 ; 89.50 ;;
CA-2012-140144;20/06/2014;Umum Non Komersil;California;SC-20770;Stewart Carmichael;Merchant Importer;San Francisco;TEC-PH-10002726;netTALK DUO VoIP Telephone Service;Technology;Phones;122.98;351; 43,164.58 ; 45,322.80 ; 1,812.91 ; 47,135.72 ; 1,178.39 ; 589.20 ; 3,580.50 ;;
CA-2012-140144;20/06/2014;Umum Non Komersil;California;SC-20770;Stewart Carmichael;Merchant Importer;San Francisco;FUR-FU-10002253;"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock";Furniture;Furnishings;251.64;702; 176,651.28 ; 185,483.84 ; 7,419.35 ; 192,903.20 ; 4,822.58 ; 2,411.29 ; 14,653.22 ;;
CA-2012-140410;03/11/2014;Umum Komersil;California;CM-12655;Corinna Mitchell;Sole Agent Importer;Los Angeles;FUR-FU-10003347;Coloredge Poster Frame;Furniture;Furnishings;39.60;351; 13,899.60 ; 14,942.07 ; 747.10 ; 15,689.17 ; 470.68 ; 196.11 ; 1,413.89 ;;
CA-2012-140410;03/11/2014;Umum Komersil;California;CM-12655;Corinna Mitchell;Sole Agent Importer;Los Angeles;TEC-AC-10001109;Logitech Trackman Marble Mouse;Technology;Accessories;86.97;351; 30,526.47 ; 32,815.96 ; 1,640.80 ; 34,456.75 ; 1,033.70 ; 430.71 ; 3,105.21 ;;
CA-2012-140410;03/11/2014;Umum Komersil;California;CM-12655;Corinna Mitchell;Sole Agent Importer;Los Angeles;TEC-PH-10003580;Cisco IP Phone 7961G-GE VoIP phone;Technology;Phones;1205.85;819; 987,589.51 ; 1,061,658.73 ; 53,082.94 ; 1,114,741.66 ; 33,442.25 ; 13,934.27 ; 100,459.46 ;;
CA-2012-141012;09/06/2014;Umum Non Komersil;Idaho;TG-21640;Trudy Glocke;General Importer;Pocatello;TEC-PH-10004522;Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black;Technology;Phones;137.38;351; 48,218.98 ; 50,629.92 ; 2,025.20 ; 52,655.12 ; 1,316.38 ; 658.19 ; 3,999.76 ;;
CA-2012-141012;09/06/2014;Umum Non Komersil;Idaho;TG-21640;Trudy Glocke;General Importer;Pocatello;FUR-FU-10003192;Luxo Adjustable Task Clamp Lamp;Furniture;Furnishings;351.36;468; 164,436.48 ; 172,658.30 ; 6,906.33 ; 179,564.64 ; 4,489.12 ; 2,244.56 ; 13,640.01 ;;
CA-2012-141593;14/12/2014;Umum Non Komersil;California;DB-12970;;Merchant Importer;Los Angeles;OFF-PA-10004983;Xerox 23;;;5.48;117; 641.16 ; 673.22 ; 26.93 ; 700.15 ; 17.50 ; 8.75 ; 53.18 ;;
CA-2012-141593;14/12/2014;Umum Non Komersil;California;DB-12970;;Merchant Importer;Los Angeles;OFF-BI-10000948;GBC Laser Imprintable Binding System Covers, Desert Sand;;;31.25;351; 10,968.05 ; 11,516.45 ; 460.66 ; 11,977.11 ; 299.43 ; 149.71 ; 909.80 ;;
CA-2012-141593;14/12/2014;Umum Non Komersil;California;DB-12970;;Merchant Importer;Los Angeles;OFF-BI-10001153;Ibico Recycled Grain-Textured Covers;;;53.26;234; 12,463.78 ; 13,086.96 ; 523.48 ; 13,610.44 ; 340.26 ; 170.13 ; 1,033.87 ;;
CA-2012-141593;14/12/2014;Umum Non Komersil;California;DB-12970;;Merchant Importer;Los Angeles;FUR-TA-10002622;Bush Andora Conference Table, Maple/Graphite Gray Finish;;;271.57;234; 63,546.91 ; 66,724.26 ; 2,668.97 ; 69,393.23 ; 1,734.83 ; 867.42 ; 5,271.22 ;;
CA-2012-141768;25/05/2014;Umum Non Komersil;California;NP-18685;Nora Pelletier;Sole Agent Importer;San Francisco;FUR-FU-10002268;Ultra Door Push Plate;Furniture;Furnishings;11.73;351; 4,117.23 ; 4,323.09 ; 172.92 ; 4,496.02 ; 112.40 ; 56.20 ; 341.52 ;;
CA-2012-141936;07/08/2014;Umum Komersil;California;PN-18775;Parhena Norris;Sole Agent Importer;Bakersfield;OFF-BI-10002194;Cardinal Hold-It CD Pocket;Office Supplies;Binders;16.15;351; 5,669.35 ; 6,094.55 ; 304.73 ; 6,399.28 ; 191.98 ; 79.99 ; 576.70 ;;
CA-2012-142027;09/04/2014;Umum Komersil;California;JK-15370;Jay Kimmel;General Importer;Long Beach;FUR-TA-10002774;Laminate Occasional Tables;Furniture;Tables;366.91;351; 128,786.11 ; 138,445.07 ; 6,922.25 ; 145,367.32 ; 4,361.02 ; 1,817.09 ; 13,100.36 ;;
